record_type,item_id,item_version,locale,candidate_fingerprint,technical_or_decision_name,semantic_contract,primary_text,explanation_or_tip,example,workflow_effect_or_options,candidate_status,reviewer_name,reviewer_decision,reviewed_at_rfc3339,evidence_reference,reviewer_comments
"question","v2.workflow.conditions.value","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.value","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","什么数值会让申请使用那些不同的审批步骤？","填写检查时使用的数值，例如金额填“10000”，地点填“香港”。","","","approved","","","","",""
"question","v2.workflow.conditions.matching_action","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.matching_action","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What should happen when the request matches that value?","Say what should happen when the request meets this check, for example ‘send it to Finance before the manager’.","","","approved","","","","",""
"question","v2.workflow.conditions.matching_action","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.matching_action","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","申請符合該數值時應如何處理？","說明申請符合此檢查時應如何處理，例如「先交財務部，再交經理」。","","","approved","","","","",""
"question","v2.workflow.conditions.matching_action","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.matching_action","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","申请符合该数值时应如何处理？","说明申请符合此检查时应如何处理，例如“先交财务部，再交经理”。","","","approved","","","","",""
"question","v2.workflow.conditions.other_action","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.conditions.other_action","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","What should happen when the request does not match?","Say what should happen when the request does not meet the check. This is the normal path for the other requests.","","","approved","","","","",""
"question","v2.workflow.conditions.other_action","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.conditions.other_action","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","申請不符合時應如何處理？","說明申請不符合此檢查時應如何處理，這是其他申請的正常處理方式。","","","approved","","","","",""
"question","v2.workflow.conditions.other_action","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.conditions.other_action","workflow.conditions | short_text | v2.fact.workflow.conditions.v1","申请不符合时应如何处理？","说明申请不符合此检查时应如何处理，这是其他申请的正常处理方式。","","","approved","","","","",""
"question","v2.workflow.rejection_policy.after_rejection","v2.2","en","fnv1a64:df415823535ac40f","decision.workflow.rejection_policy.after_rejection","workflow.rejection_policy | choice | v2.fact.workflow.rejection_policy.v1","What should happen if someone does not approve the request?","Choose whether the requester can fix the request and send it again, or whether the request should end after it is not approved.","","return_for_correction: Send it back for correction | close: Close the request","approved","","","","",""
"question","v2.workflow.rejection_policy.after_rejection","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.workflow.rejection_policy.after_rejection","workflow.rejection_policy | choice | v2.fact.workflow.rejection_policy.v1","如有人不批准申請，應如何處理？","選擇申請人可否更正後再次提交，或在不獲批准後便結束申請。","","return_for_correction: 退回更正 | close: 結束申請","approved","","","","",""
"question","v2.workflow.rejection_policy.after_rejection","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.workflow.rejection_policy.after_rejection","workflow.rejection_policy | choice | v2.fact.workflow.rejection_policy.v1","如有人不批准申请，应如何处理？","选择申请人可否更正后再次提交，或在不获批准后便结束申请。","","return_for_correction: 退回更正 | close: 结束申请","approved","","","","",""
"question","v2.collaboration.policy.another_person_upload","v2.2","en","fnv1a64:df415823535ac40f","decision.collaboration.policy.another_person_upload","collaboration.policy | choice | v2.fact.collaboration.policy.v1","Can another person upload a quotation or comparison file for this request?","Choose Yes if a colleague may add a quotation or comparison file for the requester. This is useful when documents come from another team.","","yes: Yes | no: No","approved","","","","",""
"question","v2.collaboration.policy.another_person_upload","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.collaboration.policy.another_person_upload","collaboration.policy | choice | v2.fact.collaboration.policy.v1","其他人可否為此申請上載報價單或比較檔案？","若同事可代申請人補交報價單或比較檔案，請選「是」。文件由另一團隊提供時會很有用。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.collaboration.policy.another_person_upload","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.collaboration.policy.another_person_upload","collaboration.policy | choice | v2.fact.collaboration.policy.v1","其他人能否为此申请上传报价单或比较文件？","若同事可代申请人补交报价单或比较文件，请选“是”。文件由另一团队提供时会很有用。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.collaboration.policy.corrected_file_check","v2.2","en","fnv1a64:df415823535ac40f","decision.collaboration.policy.corrected_file_check","collaboration.policy | choice | v2.fact.collaboration.policy.v1","Before a corrected file is used, must someone check it?","Choose Yes if someone should check a replacement file before the request continues. For example, check that a revised quotation is the correct one.","","yes: Yes | no: No","approved","","","","",""
"question","v2.collaboration.policy.corrected_file_check","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.collaboration.policy.corrected_file_check","collaboration.policy | choice | v2.fact.collaboration.policy.v1","使用更正檔案前，是否必須由人檢查？","若更正檔案在申請繼續前需要由人檢查，請選「是」。例如確認更新的報價單是否正確。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.collaboration.policy.corrected_file_check","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.collaboration.policy.corrected_file_check","collaboration.policy | choice | v2.fact.collaboration.policy.v1","使用更正文件前，是否必须由人检查？","若更正文件在申请继续前需要由人检查，请选“是”。例如确认更新的报价单是否正确。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.collaboration.policy.correction_checker","v2.2","en","fnv1a64:df415823535ac40f","decision.collaboration.policy.correction_checker","collaboration.policy | short_text | v2.fact.collaboration.policy.v1","Who should check the corrected file?","Name the person or job role that checks replacement files, for example ‘Procurement Manager’.","","","approved","","","","",""
"question","v2.collaboration.policy.correction_checker","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.collaboration.policy.correction_checker","collaboration.policy | short_text | v2.fact.collaboration.policy.v1","誰應檢查更正檔案？","列出檢查更正檔案的人或職位，例如「採購經理」。","","","approved","","","","",""
"question","v2.collaboration.policy.correction_checker","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.collaboration.policy.correction_checker","collaboration.policy | short_text | v2.fact.collaboration.policy.v1","谁应检查更正文件？","列出检查更正文件的人或职位，例如“采购经理”。","","","approved","","","","",""
"question","v2.timing.rules.due_time","v2.2","en","fnv1a64:df415823535ac40f","decision.timing.rules.due_time","timing.rules | short_text | v2.fact.timing.rules.v1","How long should each person have to reply?","State how much time each person gets to reply, such as ‘2 working days’ or ‘48 hours’.","48 hours.","","approved","","","","",""
"question","v2.timing.rules.due_time","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.timing.rules.due_time","timing.rules | short_text | v2.fact.timing.rules.v1","每位處理人應有多久時間回覆？","說明每位處理人有多少時間回覆，例如「2 個工作天」或「48 小時」。","48 小時。","","approved","","","","",""
"question","v2.timing.rules.due_time","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.timing.rules.due_time","timing.rules | short_text | v2.fact.timing.rules.v1","每位处理人应有多长时间回复？","说明每位处理人有多少时间回复，例如“2 个工作日”或“48 小时”。","48 小时。","","approved","","","","",""
"question","v2.timing.rules.reminder_time","v2.2","en","fnv1a64:df415823535ac40f","decision.timing.rules.reminder_time","timing.rules | short_text | v2.fact.timing.rules.v1","If there is no reply, when should the system send a reminder?","Say when to send a reminder if there is no reply, for example ‘after 24 hours’ or ‘one day before the due time’.","","","approved","","","","",""
"question","v2.timing.rules.reminder_time","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.timing.rules.reminder_time","timing.rules | short_text | v2.fact.timing.rules.v1","如沒有回覆，系統應何時發出提醒？","說明未有回覆時何時發出提醒，例如「24 小時後」或「截止前一天」。","","","approved","","","","",""
"question","v2.timing.rules.reminder_time","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.timing.rules.reminder_time","timing.rules | short_text | v2.fact.timing.rules.v1","如没有回复，系统应何时发送提醒？","说明未有回复时何时发出提醒，例如“24 小时后”或“截止前一天”。","","","approved","","","","",""
"question","v2.timing.rules.overdue_action","v2.2","en","fnv1a64:df415823535ac40f","decision.timing.rules.overdue_action","timing.rules | short_text | v2.fact.timing.rules.v1","If there is still no reply, what should the system do next?","Say what happens after the reply time has passed, for example remind the person again, ask their manager, or assign it to a backup person.","","","approved","","","","",""
"question","v2.timing.rules.overdue_action","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.timing.rules.overdue_action","timing.rules | short_text | v2.fact.timing.rules.v1","如仍沒有回覆，系統下一步應如何處理？","說明回覆期限過後如何處理，例如再次提醒、通知其經理，或交給後備處理人。","","","approved","","","","",""
"question","v2.timing.rules.overdue_action","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.timing.rules.overdue_action","timing.rules | short_text | v2.fact.timing.rules.v1","如仍没有回复，系统下一步应如何处理？","说明回复期限过后如何处理，例如再次提醒、通知其经理，或交给后备处理人。","","","approved","","","","",""
"question","v2.visibility.policy.who_can_view","v2.2","en","fnv1a64:df415823535ac40f","decision.visibility.policy.who_can_view","visibility.policy | short_text | v2.fact.visibility.policy.v1","Who should be able to see the request and its progress?","List who may see the request and its progress. For example: requester, current reviewer, Finance, and the workflow owner.","","","approved","","","","",""
"question","v2.visibility.policy.who_can_view","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.visibility.policy.who_can_view","visibility.policy | short_text | v2.fact.visibility.policy.v1","誰應可查看申請及其進度？","列出可查看申請及進度的人，例如申請人、目前處理人、財務部及流程負責部門。","","","approved","","","","",""
"question","v2.visibility.policy.who_can_view","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.visibility.policy.who_can_view","visibility.policy | short_text | v2.fact.visibility.policy.v1","谁应可查看申请及其进度？","列出可查看申请及进度的人，例如申请人、目前处理人、财务部及流程负责部门。","","","approved","","","","",""
"question","v2.notifications.rules.needed","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.needed","notifications.rules | choice | v2.fact.notifications.rules.v1","Should the system send any messages about this request?","Choose Yes if the system should tell people about important changes, such as a new task, approval, or a request returned for changes.","","yes: Yes | no: No","approved","","","","",""
"question","v2.notifications.rules.needed","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.needed","notifications.rules | choice | v2.fact.notifications.rules.v1","系統是否需要發送有關此申請的通知？","若系統應在重要變更時通知相關人士，請選「是」，例如新工作、獲批或退回更正。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.needed","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.needed","notifications.rules | choice | v2.fact.notifications.rules.v1","系统是否需要发送有关此申请的通知？","若系统应在重要变更时通知相关人员，请选“是”，例如新工作、获批或退回更正。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.notifications.rules.event","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.event","notifications.rules | short_text | v2.fact.notifications.rules.v1","What event should send a message?","Name one event that should send a message, for example ‘a new reviewer is assigned’ or ‘the request is approved’.","A request is approved.","","approved","","","","",""
"question","v2.notifications.rules.event","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪個事件應發出通知？","列出一個應發出通知的事件，例如「指派了新的處理人」或「申請已獲批」。","申請獲批。","","approved","","","","",""
"question","v2.notifications.rules.event","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.event","notifications.rules | short_text | v2.fact.notifications.rules.v1","哪个事件应发送通知？","列出一个应发送通知的事件，例如“指派了新的处理人”或“申请已获批”。","申请获批。","","approved","","","","",""
"question","v2.notifications.rules.recipient","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","Who should receive that message?","Name who should receive this message. For example, the requester only, the current reviewer, or Finance.","","","approved","","","","",""
"question","v2.notifications.rules.recipient","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","誰應收到該通知？","列出誰應收到這則通知，例如只通知申請人、目前處理人或財務部。","","","approved","","","","",""
"question","v2.notifications.rules.recipient","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.recipient","notifications.rules | short_text | v2.fact.notifications.rules.v1","谁应收到该通知？","列出谁应收到这则通知，例如只通知申请人、目前处理人或财务部。","","","approved","","","","",""
"question","v2.notifications.rules.channel","v2.2","en","fnv1a64:df415823535ac40f","decision.notifications.rules.channel","notifications.rules | choice | v2.fact.notifications.rules.v1","How should that message be sent?","Choose where this message should arrive: inside this app, by email, or both if your policy needs both.","In the app or by email.","in_app: In the app | email: By email","approved","","","","",""
"question","v2.notifications.rules.channel","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.notifications.rules.channel","notifications.rules | choice | v2.fact.notifications.rules.v1","該通知應如何發送？","選擇通知應送到哪裡：此應用程式內、電郵，或按公司規定兩者都使用。","在應用程式內或以電郵發送。","in_app: 應用程式內 | email: 電郵","approved","","","","",""
"question","v2.notifications.rules.channel","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.notifications.rules.channel","notifications.rules | choice | v2.fact.notifications.rules.v1","该通知应如何发送？","选择通知应送到哪里：此应用内、电子邮件，或按公司规定两者都使用。","在应用内或通过电子邮件发送。","in_app: 应用内 | email: 电子邮件","approved","","","","",""
"question","v2.governance.owner.owning_department","v2.2","en","fnv1a64:df415823535ac40f","decision.governance.owner.owning_department","governance.owner | short_text | v2.fact.governance.owner.v1","Which department is responsible for this workflow?","Name the business department that owns this workflow and decides when it needs to change, for example Finance or Procurement.","","","approved","","","","",""
"question","v2.governance.owner.owning_department","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.governance.owner.owning_department","governance.owner | short_text | v2.fact.governance.owner.v1","哪個部門負責此流程？","列出負責此流程及決定何時修改的業務部門，例如財務部或採購部。","","","approved","","","","",""
"question","v2.governance.owner.owning_department","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.governance.owner.owning_department","governance.owner | short_text | v2.fact.governance.owner.v1","哪个部门负责此流程？","列出负责此流程及决定何时修改的业务部门，例如财务部或采购部。","","","approved","","","","",""
"question","v2.governance.policies.reviewer","v2.2","en","fnv1a64:df415823535ac40f","decision.governance.policies.reviewer","governance.policies | short_text | v2.fact.governance.policies.v1","Who should review changes to this workflow?","Name the person, job role, or group that checks proposed changes before they are used.","","","approved","","","","",""
"question","v2.governance.policies.reviewer","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.governance.policies.reviewer","governance.policies | short_text | v2.fact.governance.policies.v1","誰應審核此流程的更改？","列出在流程更改使用前負責檢查的人、職位或小組。","","","approved","","","","",""
"question","v2.governance.policies.reviewer","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.governance.policies.reviewer","governance.policies | short_text | v2.fact.governance.policies.v1","谁应审核此流程的更改？","列出在流程更改使用前负责检查的人、职位或小组。","","","approved","","","","",""
"question","v2.governance.policies.policy_name","v2.2","en","fnv1a64:df415823535ac40f","decision.governance.policies.policy_name","governance.policies | short_text | v2.fact.governance.policies.v1","Is there a policy or rule this workflow must follow?","Name any company rule this workflow must follow, such as a purchasing policy, spending limit, or data handling rule.","","","approved","","","","",""
"question","v2.governance.policies.policy_name","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.governance.policies.policy_name","governance.policies | short_text | v2.fact.governance.policies.v1","此流程是否必須遵從某項政策或規則？","列出此流程必須遵從的公司規則，例如採購政策、開支限額或資料處理規則。","","","approved","","","","",""
"question","v2.governance.policies.policy_name","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.governance.policies.policy_name","governance.policies | short_text | v2.fact.governance.policies.v1","此流程是否必须遵从某项政策或规则？","列出此流程必须遵从的公司规则，例如采购政策、开支限额或资料处理规则。","","","approved","","","","",""
"question","v2.governance.retention.retention","v2.2","en","fnv1a64:df415823535ac40f","decision.governance.retention.retention","governance.retention | short_text | v2.fact.governance.retention.v1","How long should the request records be kept?","State how long request records and attached files should be kept, for example ‘7 years’.","","","approved","","","","",""
"question","v2.governance.retention.retention","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.governance.retention.retention","governance.retention | short_text | v2.fact.governance.retention.v1","申請記錄應保留多久？","說明申請記錄及附件應保留多久，例如「7 年」。","","","approved","","","","",""
"question","v2.governance.retention.retention","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.governance.retention.retention","governance.retention | short_text | v2.fact.governance.retention.v1","申请记录应保留多久？","说明申请记录及附件应保留多久，例如“7 年”。","","","approved","","","","",""
"question","v2.request.fields.add_another_01","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_01","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_01","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_01","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_01","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_01","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_02","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_02","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_02","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_02","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_02","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_02","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_02","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_02","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_02","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_02","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_02","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_02","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_03","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_03","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_03","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_03","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_03","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_03","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_03","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_03","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_03","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_03","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_03","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_03","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_04","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_04","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_04","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_04","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_04","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_04","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_04","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_04","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_04","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_04","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_04","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_04","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_05","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_05","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_05","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_05","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_05","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_05","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_05","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_05","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_05","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_05","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_05","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_05","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_06","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_06","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_06","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_06","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_06","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_06","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_06","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_06","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_06","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_06","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.add_another_06","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.add_another_06","request.fields | choice | v2.fact.request.fields.v1","是否还需要另一项申请资料？","只有仍需要申请人提供另一项不同资料时才选“是”。表格资料足够时请选择“否”。","","yes: 是 | no: 否","approved","","","","",""
"question","v2.request.fields.field_07","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.field_07","request.fields | short_text | v2.fact.request.fields.v1","What is another request detail to collect?","Add one more request detail only when it is needed to review or process the request. Keep the wording clear for the requester.","","","approved","","","","",""
"question","v2.request.fields.field_07","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.field_07","request.fields | short_text | v2.fact.request.fields.v1","還要收集哪一項申請資料？","只有在審批或處理申請時需要，才加入另一項資料。請用申請人容易明白的名稱。","","","approved","","","","",""
"question","v2.request.fields.field_07","v2.2","zh-Hans","fnv1a64:df415823535ac40f","decision.request.fields.field_07","request.fields | short_text | v2.fact.request.fields.v1","还要收集哪一项申请资料？","只有在审批或处理申请时需要，才加入另一项资料。请用申请人容易明白的名称。","","","approved","","","","",""
"question","v2.request.fields.add_another_07","v2.2","en","fnv1a64:df415823535ac40f","decision.request.fields.add_another_07","request.fields | choice | v2.fact.request.fields.v1","Do you need another request detail?","Choose Yes only if you need one more different item from the requester. Choose No when the request form has enough information.","","yes: Yes | no: No","approved","","","","",""
"question","v2.request.fields.add_another_07","v2.2","zh-Hant","fnv1a64:df415823535ac40f","decision.request.fields.add_another_07","request.fields | choice | v2.fact.request.fields.v1","是否還需要另一項申請資料？","只有仍需要申請人提供另一項不同資料時才選「是」。表格資料足夠時請選「否」。","","yes: 是 | no: 否","approved","","","","",""
